triad_id~triad_stack_id~topic_id~stance~tick~simulation_id
Triad_ID_388~TS-B-ID-4~NATO military actions in Lithuania~-2~1~1
Triad_ID_389~TS-B-ID-4~NATO military actions in Lithuania~-1~1~1
Triad_ID_390~TS-B-ID-4~NATO military actions in Lithuania~-1~1~1
Triad_ID_391~TS-B-ID-4~NATO military actions in Lithuania~0~1~1
Triad_ID_392~TS-B-ID-4~NATO military actions in Lithuania~0~1~1
Triad_ID_393~TS-B-ID-4~NATO military actions in Lithuania~0~1~1
Triad_ID_394~TS-B-ID-4~NATO military actions in Lithuania~0~1~1
Triad_ID_395~TS-B-ID-6~NATO military actions in Lithuania~-2~1~1
Triad_ID_396~TS-B-ID-6~NATO military actions in Lithuania~-1~1~1
Triad_ID_397~TS-B-ID-6~NATO military actions in Lithuania~-1~1~1
Triad_ID_398~TS-B-ID-6~NATO military actions in Lithuania~0~1~1
Triad_ID_399~TS-B-ID-6~NATO military actions in Lithuania~0~1~1
Triad_ID_400~TS-B-ID-6~NATO military actions in Lithuania~0~1~1
Triad_ID_401~TS-B-ID-6~NATO military actions in Lithuania~0~1~1
Triad_ID_430~TS-B-ID-9~NATO military actions in Lithuania~-1~1~1
Triad_ID_431~TS-B-ID-9~NATO military actions in Lithuania~0~1~1
Triad_ID_432~TS-B-ID-9~NATO military actions in Lithuania~0~1~1
Triad_ID_433~TS-B-ID-9~NATO military actions in Lithuania~1~1~1
Triad_ID_434~TS-B-ID-9~NATO military actions in Lithuania~0.9~1~1
Triad_ID_435~TS-B-ID-9~NATO military actions in Lithuania~2~1~1
Triad_ID_436~TS-B-ID-9~NATO military actions in Lithuania~2~1~1
Triad_ID_437~TS-B-ID-9~NATO military actions in Lithuania~2~1~1
Triad_ID_289~TS-B-ID-14~NATO military actions in Lithuania~-2~1~1
Triad_ID_290~TS-B-ID-14~NATO military actions in Lithuania~-1~1~1
Triad_ID_291~TS-B-ID-14~NATO military actions in Lithuania~0~1~1
Triad_ID_292~TS-B-ID-14~NATO military actions in Lithuania~0~1~1
Triad_ID_293~TS-B-ID-14~NATO military actions in Lithuania~0~1~1
Triad_ID_294~TS-B-ID-14~NATO military actions in Lithuania~0~1~1
Triad_ID_295~TS-B-ID-14~NATO military actions in Lithuania~0~1~1
Triad_ID_296~TS-B-ID-14~NATO military actions in Lithuania~1~1~1
Triad_ID_297~TS-B-ID-14~Donovian military actions in Lithuania~-1~1~1
Triad_ID_1~TS-B-ID-16~Great Synagogue of Vilna~-3~1~1
Triad_ID_2~TS-B-ID-16~COVID-19 pandemic in Lithuania~2.33~1~1
Triad_ID_3~TS-B-ID-16~COVID-19 pandemic in Lithuania~3~1~1
Triad_ID_4~TS-B-ID-16~COVID-19 pandemic in Lithuania~3~1~1
Triad_ID_5~TS-B-ID-16~Face masks during the COVID-19 pandemic in the United States~2.9~1~1
Triad_ID_6~TS-B-ID-16~Face masks during the COVID-19 pandemic in the United States~-3~1~1
Triad_ID_7~TS-B-ID-16~Belarusian involvement in the 2022 Donovian invasion of Ukraine~3~1~1
Triad_ID_8~TS-B-ID-16~Belarusian involvement in the 2022 Donovian invasion of Ukraine~-2.33~1~1
Triad_ID_9~TS-B-ID-16~Belarusian involvement in the 2022 Donovian invasion of Ukraine~3~1~1
Triad_ID_10~TS-B-ID-16~Belarusian involvement in the 2022 Donovian invasion of Ukraine~-3~1~1
Triad_ID_201~TS-B-ID-16~NATO military actions in Lithuania~-1~1~1
Triad_ID_202~TS-B-ID-16~NATO military actions in Lithuania~0~1~1
Triad_ID_203~TS-B-ID-16~NATO military actions in Lithuania~1.1~1~1
Triad_ID_204~TS-B-ID-16~NATO military actions in Lithuania~1~1~1
Triad_ID_205~TS-B-ID-16~NATO military actions in Lithuania~1~1~1
Triad_ID_206~TS-B-ID-16~NATO military actions in Lithuania~2~1~1
Triad_ID_207~TS-B-ID-16~NATO military actions in Lithuania~2~1~1
Triad_ID_208~TS-B-ID-16~Donovian military actions in Lithuania~-3~1~1
Triad_ID_438~TS-B-ID-16~NATO military actions in Lithuania~-1~1~1
Triad_ID_439~TS-B-ID-16~NATO military actions in Lithuania~0~1~1
Triad_ID_440~TS-B-ID-16~NATO military actions in Lithuania~0~1~1
Triad_ID_441~TS-B-ID-16~NATO military actions in Lithuania~1~1~1
Triad_ID_442~TS-B-ID-16~NATO military actions in Lithuania~0.9~1~1
Triad_ID_443~TS-B-ID-16~NATO military actions in Lithuania~2~1~1
