identity_action_id~agent_id~identity_action_type~triad_id~change_in_stance~change_in_latitude~change_in_longitude~tick~simulation_id~topic
Identity_Act_id_4159~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_1~3.836450491139422E-4~0~0~4~Sim1~0
Identity_Act_id_4160~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_1~1.8287775901571426E-4~0~0~4~Sim1~0
Identity_Act_id_4161~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_1~3.825120034976829E-4~0~0~4~Sim1~0
Identity_Act_id_4162~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_1~1.8174697949068747E-4~0~0~4~Sim1~0
Identity_Act_id_4163~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_2~1.9170872648561056E-4~0~0~4~Sim1~0
Identity_Act_id_4164~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_2~3.9132530903263963E-4~0~0~4~Sim1~0
Identity_Act_id_4165~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_3~1.9171031683210105E-4~0~0~4~Sim1~0
Identity_Act_id_4166~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_3~3.9132689619843686E-4~0~0~4~Sim1~0
Identity_Act_id_4167~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_4~3.9170950741952503E-4~0~0~4~Sim1~0
Identity_Act_id_4168~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_4~1.909260884046859E-4~0~0~4~Sim1~0
Identity_Act_id_4169~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_5~3.9170953268886645E-4~0~0~4~Sim1~0
Identity_Act_id_4170~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_5~1.9092611362348877E-4~0~0~4~Sim1~0
Identity_Act_id_4171~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_6~1.91707142291786E-4~0~0~4~Sim1~0
Identity_Act_id_4172~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_6~3.913237280072024E-4~0~0~4~Sim1~0
Identity_Act_id_4173~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_1~3.8138348553170615E-4~0~0~4~Sim1~0
Identity_Act_id_4174~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_1~1.8062071856064267E-4~0~0~4~Sim1~0
Identity_Act_id_4175~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_1~3.8025947712352144E-4~0~0~4~Sim1~0
Identity_Act_id_4176~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_1~1.7949895816927433E-4~0~0~4~Sim1~0
Identity_Act_id_4177~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_2~1.905426584145742E-4~0~0~4~Sim1~0
Identity_Act_id_4178~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_2~3.9016157309774524E-4~0~0~4~Sim1~0
Identity_Act_id_4179~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_3~3.905442424060399E-4~0~0~4~Sim1~0
Identity_Act_id_4180~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_3~1.897631539212279E-4~0~0~4~Sim1~0
Identity_Act_id_4181~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_4~3.905442362278766E-4~0~0~4~Sim1~0
Identity_Act_id_4182~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_4~1.8976314775542077E-4~0~0~4~Sim1~0
Identity_Act_id_4183~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_5~3.905442613962418E-4~0~0~4~Sim1~0
Identity_Act_id_4184~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_5~1.8976317287344924E-4~0~0~4~Sim1~0
Identity_Act_id_4185~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_6~3.9054108055118795E-4~0~0~4~Sim1~0
Identity_Act_id_4186~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_6~1.8975999839008573E-4~0~0~4~Sim1~0
Identity_Act_id_4187~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_1~1.7913996025293577E-4~0~0~4~Sim1~0
Identity_Act_id_4188~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_1~3.7878168033243E-4~0~0~4~Sim1~0
Identity_Act_id_4189~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_1~1.7802411697176505E-4~0~0~4~Sim1~0
Identity_Act_id_4190~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_1~3.7766806873782154E-4~0~0~4~Sim1~0
Identity_Act_id_4191~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_2~1.8938124995154971E-4~0~0~4~Sim1~0
Identity_Act_id_4192~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_2~3.890024874516467E-4~0~0~4~Sim1~0
Identity_Act_id_4193~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_3~1.8938362761338533E-4~0~0~4~Sim1~0
Identity_Act_id_4194~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_3~3.890048603581586E-4~0~0~4~Sim1~0
Identity_Act_id_4195~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_4~1.8938362145990995E-4~0~0~4~Sim1~0
Identity_Act_id_4196~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_4~3.8900485421699014E-4~0~0~4~Sim1~0
Identity_Act_id_4197~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_5~3.893836465277023E-4~0~0~4~Sim1~0
Identity_Act_id_4198~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_5~1.8860487923464685E-4~0~0~4~Sim1~0
Identity_Act_id_4199~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_6~3.893804783933055E-4~0~0~4~Sim1~0
Identity_Act_id_4200~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_6~1.8860171743651888E-4~0~0~4~Sim1~0
Identity_Act_id_4201~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_1~1.7691273260034588E-4~0~0~4~Sim1~0
Identity_Act_id_4202~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_1~3.765589071351453E-4~0~0~4~Sim1~0
Identity_Act_id_4203~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_1~3.7580578932087493E-4~0~0~4~Sim1~0
Identity_Act_id_4204~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_1~1.7505417774223316E-4~0~0~4~Sim1~0
Identity_Act_id_4205~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_2~3.8822448247674356E-4~0~0~4~Sim1~0
Identity_Act_id_4206~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_2~1.8744803351179008E-4~0~0~4~Sim1~0
Identity_Act_id_4207~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_3~1.8822685063744226E-4~0~0~4~Sim1~0
Identity_Act_id_4208~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_3~3.878503969361673E-4~0~0~4~Sim1~0
Identity_Act_id_4209~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_4~1.8822684450855615E-4~0~0~4~Sim1~0
Identity_Act_id_4210~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_4~3.878503908195391E-4~0~0~4~Sim1~0
Identity_Act_id_4211~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_5~3.882276694761775E-4~0~0~4~Sim1~0
Identity_Act_id_4212~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_5~1.8745121413722511E-4~0~0~4~Sim1~0
Identity_Act_id_4213~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_6~3.882245140016458E-4~0~0~4~Sim1~0
Identity_Act_id_4214~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_6~1.8744806497364254E-4~0~0~4~Sim1~0
Identity_Act_id_4215~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_1~3.7470406938674874E-4~0~0~4~Sim1~0
Identity_Act_id_4216~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_1~1.739546612479752E-4~0~0~4~Sim1~0
Identity_Act_id_4217~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_1~1.7360675192547922E-4~0~0~4~Sim1~0
Identity_Act_id_4218~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_1~3.732595384216284E-4~0~0~4~Sim1~0
Identity_Act_id_4219~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_2~1.870731374447665E-4~0~0~4~Sim1~0
Identity_Act_id_4220~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_2~3.866989911698773E-4~0~0~4~Sim1~0
Identity_Act_id_4221~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_3~1.870746961422951E-4~0~0~4~Sim1~0
Identity_Act_id_4222~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_3~3.867005467500104E-4~0~0~4~Sim1~0
Identity_Act_id_4223~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_4~1.8707469003789994E-4~0~0~4~Sim1~0
Identity_Act_id_4224~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_4~3.8670054065782425E-4~0~0~4~Sim1~0
Identity_Act_id_4225~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_5~3.870763117089506E-4~0~0~4~Sim1~0
Identity_Act_id_4226~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_5~1.8630215908553273E-4~0~0~4~Sim1~0
Identity_Act_id_4227~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_6~3.8707316884369525E-4~0~0~4~Sim1~0
Identity_Act_id_4228~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_6~1.8629902250600795E-4~0~0~4~Sim1~0
Identity_Act_id_4229~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_1~3.725130193447851E-4~0~0~4~Sim1~0
Identity_Act_id_4230~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_1~1.7176799330609547E-4~0~0~4~Sim1~0
Identity_Act_id_4231~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_1~1.7142445731948327E-4~0~0~4~Sim1~0
Identity_Act_id_4232~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_1~3.710816084048444E-4~0~0~4~Sim1~0
Identity_Act_id_4233~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_2~1.8592559318753743E-4~0~0~4~Sim1~0
Identity_Act_id_4234~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_2~3.8555374200116257E-4~0~0~4~Sim1~0
Identity_Act_id_4235~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_3~1.8592714565651036E-4~0~0~4~Sim1~0
Identity_Act_id_4236~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_3~3.855552913651974E-4~0~0~4~Sim1~0
Identity_Act_id_4237~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_4~1.859271395765085E-4~0~0~4~Sim1~0
Identity_Act_id_4238~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_4~3.8555528529735555E-4~0~0~4~Sim1~0
Identity_Act_id_4239~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_5~3.859295547673616E-4~0~0~4~Sim1~0
Identity_Act_id_4240~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_5~1.8515769565782692E-4~0~0~4~Sim1~0
Identity_Act_id_4241~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_6~1.8592642446099594E-4~0~0~4~Sim1~0
Identity_Act_id_4242~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_6~3.8555457161207384E-4~0~0~4~Sim1~0
Identity_Act_id_4243~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_1~3.703394451880347E-4~0~0~4~Sim1~0
Identity_Act_id_4244~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_1~1.6959876629765855E-4~0~0~4~Sim1~0
Identity_Act_id_4245~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_1~3.692595687650633E-4~0~0~4~Sim1~0
Identity_Act_id_4246~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_1~1.6852104962753313E-4~0~0~4~Sim1~0
Identity_Act_id_4247~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_2~3.8478263451716013E-4~0~0~4~Sim1~0
Identity_Act_id_4248~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_2~1.8401306924812567E-4~0~0~4~Sim1~0
Identity_Act_id_4249~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_3~3.84784180782467E-4~0~0~4~Sim1~0
Identity_Act_id_4250~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_3~1.840146124209021E-4~0~0~4~Sim1~0
Identity_Act_id_4251~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_4~3.847841747267609E-4~0~0~4~Sim1~0
Identity_Act_id_4252~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_4~1.8401460637730726E-4~0~0~4~Sim1~0
Identity_Act_id_4253~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_5~3.847873802665112E-4~0~0~4~Sim1~0
Identity_Act_id_4254~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_5~1.8401780550597824E-4~0~0~4~Sim1~0
Identity_Act_id_4255~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_6~3.8478346246884976E-4~0~0~4~Sim1~0
Identity_Act_id_4256~Saulius Andrasi?nas~MODIFY_STANCE~Triad_ID_2_6~1.8401389554391213E-4~0~0~4~Sim1~0
Identity_Act_id_4257~B-ID-520~MODIFY_STANCE~Triad_ID_1_193~5.865737889216166E-4~0~0~4~Sim1~0
Identity_Act_id_4258~B-ID-520~MODIFY_STANCE~Triad_ID_1_193~3.854006413437733E-4~0~0~4~Sim1~0
Identity_Act_id_4259~B-ID-520~MODIFY_STANCE~Triad_ID_1_193~5.846298400610859E-4~0~0~4~Sim1~0
Identity_Act_id_4260~B-ID-520~MODIFY_STANCE~Triad_ID_1_193~3.834605803809636E-4~0~0~4~Sim1~0
Identity_Act_id_4261~B-ID-520~MODIFY_STANCE~Triad_ID_1_194~5.932406579067719E-4~0~0~4~Sim1~0
Identity_Act_id_4262~B-ID-520~MODIFY_STANCE~Triad_ID_1_194~3.920541765909582E-4~0~0~4~Sim1~0
Identity_Act_id_4263~B-ID-520~MODIFY_STANCE~Triad_ID_1_195~3.932398674843969E-4~0~0~4~Sim1~0
Identity_Act_id_4264~B-ID-520~MODIFY_STANCE~Triad_ID_1_195~5.92453387749428E-4~0~0~4~Sim1~0
Identity_Act_id_4265~B-ID-520~MODIFY_STANCE~Triad_ID_1_196~5.932406611035717E-4~0~0~4~Sim1~0
Identity_Act_id_4266~B-ID-520~MODIFY_STANCE~Triad_ID_1_196~3.9205417978136446E-4~0~0~4~Sim1~0
Identity_Act_id_4267~B-ID-520~MODIFY_STANCE~Triad_ID_1_197~5.932398642875972E-4~0~0~4~Sim1~0
Identity_Act_id_4268~B-ID-520~MODIFY_STANCE~Triad_ID_1_197~3.9205338455902195E-4~0~0~4~Sim1~0
Identity_Act_id_4269~B-ID-520~MODIFY_STANCE~Triad_ID_1_198~5.932406579067717E-4~0~0~4~Sim1~0
Identity_Act_id_4270~B-ID-520~MODIFY_STANCE~Triad_ID_1_198~3.920541765909582E-4~0~0~4~Sim1~0
Identity_Act_id_4271~B-ID-520~MODIFY_STANCE~Triad_ID_1_193~3.826936592202017E-4~0~0~4~Sim1~0
Identity_Act_id_4272~B-ID-520~MODIFY_STANCE~Triad_ID_1_193~5.819282719017613E-4~0~0~4~Sim1~0
Identity_Act_id_4273~B-ID-520~MODIFY_STANCE~Triad_ID_1_193~3.8076441535795773E-4~0~0~4~Sim1~0
Identity_Act_id_4274~B-ID-520~MODIFY_STANCE~Triad_ID_1_193~5.800028865272418E-4~0~0~4~Sim1~0
Identity_Act_id_4275~B-ID-520~MODIFY_STANCE~Triad_ID_1_194~5.912700682377765E-4~0~0~4~Sim1~0
Identity_Act_id_4276~B-ID-520~MODIFY_STANCE~Triad_ID_1_194~3.9008752810130076E-4~0~0~4~Sim1~0
Identity_Act_id_4277~B-ID-520~MODIFY_STANCE~Triad_ID_1_195~3.912684809739293E-4~0~0~4~Sim1~0
Identity_Act_id_4278~B-ID-520~MODIFY_STANCE~Triad_ID_1_195~5.904859440119814E-4~0~0~4~Sim1~0
Identity_Act_id_4279~B-ID-520~MODIFY_STANCE~Triad_ID_1_196~5.912700714218018E-4~0~0~4~Sim1~0
Identity_Act_id_4280~B-ID-520~MODIFY_STANCE~Triad_ID_1_196~3.900875312789581E-4~0~0~4~Sim1~0
Identity_Act_id_4281~B-ID-520~MODIFY_STANCE~Triad_ID_1_197~5.912692777899038E-4~0~0~4~Sim1~0
