information_action_id~information_action_type~sending_agent_id~receiving_agent_id~information_packet_id~endorsed_agent_id~change_in_amplification~tick~simulation_id
InfoAct_id_1~SEND~15min (15min.lt)~B-ID-18~IP-274~0~0~1~Sim7
InfoAct_id_2~SEND~15min (15min.lt)~B-ID-18~IP-278~0~0~1~Sim7
InfoAct_id_3~SEND~15min (15min.lt)~B-ID-18~IP-282~0~0~1~Sim7
InfoAct_id_4~SEND~15min (15min.lt)~B-ID-18~IP-286~0~0~1~Sim7
InfoAct_id_5~SEND~15min (15min.lt)~B-ID-18~IP-290~0~0~1~Sim7
InfoAct_id_6~SEND~15min (15min.lt)~B-ID-18~IP-307~0~0~1~Sim7
InfoAct_id_7~SEND~15min (15min.lt)~B-ID-18~IP-311~0~0~1~Sim7
InfoAct_id_8~SEND~15min (15min.lt)~B-ID-18~IP-315~0~0~1~Sim7
InfoAct_id_9~SEND~15min (15min.lt)~B-ID-18~IP-319~0~0~1~Sim7
InfoAct_id_10~SEND~15min (15min.lt)~B-ID-18~IP-323~0~0~1~Sim7
InfoAct_id_11~SEND~15min (15min.lt)~B-ID-18~IP-327~0~0~1~Sim7
InfoAct_id_12~SEND~15min (15min.lt)~B-ID-18~IP-331~0~0~1~Sim7
InfoAct_id_13~SEND~15min (15min.lt)~B-ID-18~IP-335~0~0~1~Sim7
InfoAct_id_14~SEND~15min (15min.lt)~B-ID-18~IP-339~0~0~1~Sim7
InfoAct_id_15~SEND~15min (15min.lt)~B-ID-23~IP-274~0~0~1~Sim7
InfoAct_id_16~SEND~15min (15min.lt)~B-ID-23~IP-278~0~0~1~Sim7
InfoAct_id_17~SEND~15min (15min.lt)~B-ID-23~IP-282~0~0~1~Sim7
InfoAct_id_18~SEND~15min (15min.lt)~B-ID-23~IP-286~0~0~1~Sim7
InfoAct_id_19~SEND~15min (15min.lt)~B-ID-23~IP-290~0~0~1~Sim7
InfoAct_id_20~SEND~15min (15min.lt)~B-ID-23~IP-307~0~0~1~Sim7
InfoAct_id_21~SEND~15min (15min.lt)~B-ID-23~IP-311~0~0~1~Sim7
InfoAct_id_22~SEND~15min (15min.lt)~B-ID-23~IP-315~0~0~1~Sim7
InfoAct_id_23~SEND~15min (15min.lt)~B-ID-23~IP-319~0~0~1~Sim7
InfoAct_id_24~SEND~15min (15min.lt)~B-ID-23~IP-323~0~0~1~Sim7
InfoAct_id_25~SEND~15min (15min.lt)~B-ID-23~IP-327~0~0~1~Sim7
InfoAct_id_26~SEND~15min (15min.lt)~B-ID-23~IP-331~0~0~1~Sim7
InfoAct_id_27~SEND~15min (15min.lt)~B-ID-23~IP-335~0~0~1~Sim7
InfoAct_id_28~SEND~15min (15min.lt)~B-ID-23~IP-339~0~0~1~Sim7
InfoAct_id_29~SEND~15min (15min.lt)~B-ID-38~IP-274~0~0~1~Sim7
InfoAct_id_30~SEND~15min (15min.lt)~B-ID-38~IP-278~0~0~1~Sim7
InfoAct_id_31~SEND~15min (15min.lt)~B-ID-38~IP-282~0~0~1~Sim7
InfoAct_id_32~SEND~15min (15min.lt)~B-ID-38~IP-286~0~0~1~Sim7
InfoAct_id_33~SEND~15min (15min.lt)~B-ID-38~IP-290~0~0~1~Sim7
InfoAct_id_34~SEND~15min (15min.lt)~B-ID-38~IP-307~0~0~1~Sim7
InfoAct_id_35~SEND~15min (15min.lt)~B-ID-38~IP-311~0~0~1~Sim7
InfoAct_id_36~SEND~15min (15min.lt)~B-ID-38~IP-315~0~0~1~Sim7
InfoAct_id_37~SEND~15min (15min.lt)~B-ID-38~IP-319~0~0~1~Sim7
InfoAct_id_38~SEND~15min (15min.lt)~B-ID-38~IP-323~0~0~1~Sim7
InfoAct_id_39~SEND~15min (15min.lt)~B-ID-38~IP-327~0~0~1~Sim7
InfoAct_id_40~SEND~15min (15min.lt)~B-ID-38~IP-331~0~0~1~Sim7
InfoAct_id_41~SEND~15min (15min.lt)~B-ID-38~IP-335~0~0~1~Sim7
InfoAct_id_42~SEND~15min (15min.lt)~B-ID-38~IP-339~0~0~1~Sim7
InfoAct_id_43~SEND~15min (15min.lt)~B-ID-47~IP-274~0~0~1~Sim7
InfoAct_id_44~SEND~15min (15min.lt)~B-ID-47~IP-278~0~0~1~Sim7
InfoAct_id_45~SEND~15min (15min.lt)~B-ID-47~IP-282~0~0~1~Sim7
InfoAct_id_46~SEND~15min (15min.lt)~B-ID-47~IP-286~0~0~1~Sim7
InfoAct_id_47~SEND~15min (15min.lt)~B-ID-47~IP-290~0~0~1~Sim7
InfoAct_id_48~SEND~15min (15min.lt)~B-ID-47~IP-307~0~0~1~Sim7
InfoAct_id_49~SEND~15min (15min.lt)~B-ID-47~IP-311~0~0~1~Sim7
InfoAct_id_50~SEND~15min (15min.lt)~B-ID-47~IP-315~0~0~1~Sim7
InfoAct_id_51~SEND~15min (15min.lt)~B-ID-47~IP-319~0~0~1~Sim7
InfoAct_id_52~SEND~15min (15min.lt)~B-ID-47~IP-323~0~0~1~Sim7
InfoAct_id_53~SEND~15min (15min.lt)~B-ID-47~IP-327~0~0~1~Sim7
InfoAct_id_54~SEND~15min (15min.lt)~B-ID-47~IP-331~0~0~1~Sim7
InfoAct_id_55~SEND~15min (15min.lt)~B-ID-47~IP-335~0~0~1~Sim7
InfoAct_id_56~SEND~15min (15min.lt)~B-ID-47~IP-339~0~0~1~Sim7
InfoAct_id_57~SEND~15min (15min.lt)~B-ID-71~IP-274~0~0~1~Sim7
InfoAct_id_58~SEND~15min (15min.lt)~B-ID-71~IP-278~0~0~1~Sim7
InfoAct_id_59~SEND~15min (15min.lt)~B-ID-71~IP-282~0~0~1~Sim7
InfoAct_id_60~SEND~15min (15min.lt)~B-ID-71~IP-286~0~0~1~Sim7
InfoAct_id_61~SEND~15min (15min.lt)~B-ID-71~IP-290~0~0~1~Sim7
InfoAct_id_62~SEND~15min (15min.lt)~B-ID-71~IP-307~0~0~1~Sim7
InfoAct_id_63~SEND~15min (15min.lt)~B-ID-71~IP-311~0~0~1~Sim7
InfoAct_id_64~SEND~15min (15min.lt)~B-ID-71~IP-315~0~0~1~Sim7
InfoAct_id_65~SEND~15min (15min.lt)~B-ID-71~IP-319~0~0~1~Sim7
InfoAct_id_66~SEND~15min (15min.lt)~B-ID-71~IP-323~0~0~1~Sim7
InfoAct_id_67~SEND~15min (15min.lt)~B-ID-71~IP-327~0~0~1~Sim7
InfoAct_id_68~SEND~15min (15min.lt)~B-ID-71~IP-331~0~0~1~Sim7
InfoAct_id_69~SEND~15min (15min.lt)~B-ID-71~IP-335~0~0~1~Sim7
InfoAct_id_70~SEND~15min (15min.lt)~B-ID-71~IP-339~0~0~1~Sim7
InfoAct_id_71~SEND~15min (15min.lt)~B-ID-88~IP-274~0~0~1~Sim7
InfoAct_id_72~SEND~15min (15min.lt)~B-ID-88~IP-278~0~0~1~Sim7
InfoAct_id_73~SEND~15min (15min.lt)~B-ID-88~IP-282~0~0~1~Sim7
InfoAct_id_74~SEND~15min (15min.lt)~B-ID-88~IP-286~0~0~1~Sim7
InfoAct_id_75~SEND~15min (15min.lt)~B-ID-88~IP-290~0~0~1~Sim7
