identity_action_id~agent_id~identity_action_type~triad_id~change_in_stance~change_in_latitude~change_in_longitude~tick~simulation_id
Identity_Act_id_10380~B-ID-79~MODIFY_STANCE~Triad_ID_1_222~5.980016000000001E-4~0~0~5~Sim0~0
Identity_Act_id_10381~B-ID-79~MODIFY_STANCE~Triad_ID_1_222~-3.1944032000000005E-6~0~0~5~Sim0~0
Identity_Act_id_10382~B-ID-79~MODIFY_STANCE~Triad_ID_1_222~3.9681198560640005E-4~0~0~5~Sim0~0
Identity_Act_id_10383~B-ID-79~MODIFY_STANCE~Triad_ID_1_223~7.98001600000001E-4~0~0~5~Sim0~0
Identity_Act_id_10384~B-ID-79~MODIFY_STANCE~Triad_ID_1_223~9.964055968000012E-4~0~0~5~Sim0~0
Identity_Act_id_10385~B-ID-79~MODIFY_STANCE~Triad_ID_1_223~3.944127856064008E-4~0~0~5~Sim0~0
Identity_Act_id_10386~B-ID-79~MODIFY_STANCE~Triad_ID_1_224~7.980016000000001E-4~0~0~5~Sim0~0
Identity_Act_id_10387~B-ID-79~MODIFY_STANCE~Triad_ID_1_224~3.9640559680000005E-4~0~0~5~Sim0~0
Identity_Act_id_10388~B-ID-79~MODIFY_STANCE~Triad_ID_1_224~9.956127856064E-4~0~0~5~Sim0~0
Identity_Act_id_10389~B-ID-79~MODIFY_STANCE~Triad_ID_1_225~3.980016000000006E-4~0~0~5~Sim0~0
Identity_Act_id_10390~B-ID-79~MODIFY_STANCE~Triad_ID_1_225~9.97205596800001E-4~0~0~5~Sim0~0
Identity_Act_id_10391~B-ID-79~MODIFY_STANCE~Triad_ID_1_225~7.95211185606401E-4~0~0~5~Sim0~0
Identity_Act_id_10392~B-ID-79~MODIFY_STANCE~Triad_ID_1_226~5.980015999999999E-4~0~0~5~Sim0~0
Identity_Act_id_10393~B-ID-79~MODIFY_STANCE~Triad_ID_1_226~3.9680559679999996E-4~0~0~5~Sim0~0
Identity_Act_id_10394~B-ID-79~MODIFY_STANCE~Triad_ID_1_226~-3.98801439359997E-6~0~0~5~Sim0~0
Identity_Act_id_10395~B-ID-79~MODIFY_STANCE~Triad_ID_1_227~9.980016000000012E-4~0~0~5~Sim0~0
Identity_Act_id_10396~B-ID-79~MODIFY_STANCE~Triad_ID_1_227~3.960055968000007E-4~0~0~5~Sim0~0
Identity_Act_id_10397~B-ID-79~MODIFY_STANCE~Triad_ID_1_227~7.952135856064011E-4~0~0~5~Sim0~0
Identity_Act_id_10398~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_275~-6.831180162845998E-4~0~0~5~Sim0~0
Identity_Act_id_10399~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_275~-2.1751780252030174E-5~0~0~5~Sim0~0
Identity_Act_id_10400~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_275~5.782917233084746E-4~0~0~5~Sim0~0
Identity_Act_id_10401~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_276~3.812382466623512E-4~0~0~5~Sim0~0
Identity_Act_id_10402~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_276~7.804757701690268E-4~0~0~5~Sim0~0
Identity_Act_id_10403~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_277~1.372224315952182E-4~0~0~5~Sim0~0
Identity_Act_id_10404~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_277~5.369479867320282E-4~0~0~5~Sim0~0
Identity_Act_id_10405~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_278~7.812382466623511E-4~0~0~5~Sim0~0
Identity_Act_id_10406~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_278~3.7967577016902654E-4~0~0~5~Sim0~0
Identity_Act_id_10407~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_279~5.768819837154005E-4~0~0~5~Sim0~0
Identity_Act_id_10408~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_279~-2.4271780252030424E-5~0~0~5~Sim0~0
Identity_Act_id_10409~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_280~7.812382466623511E-4~0~0~5~Sim0~0
Identity_Act_id_10410~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_280~3.7967577016902654E-4~0~0~5~Sim0~0
Identity_Act_id_10411~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_281~-2.4566917750155072E-5~0~0~5~Sim0~0
Identity_Act_id_10412~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_281~5.75482216085345E-4~0~0~5~Sim0~0
Identity_Act_id_10413~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_277~7.358740907585642E-4~0~0~5~Sim0~0
Identity_Act_id_10414~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_277~9.344023425770471E-4~0~0~5~Sim0~0
Identity_Act_id_10415~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_277~3.325335378918926E-4~0~0~5~Sim0~0
Identity_Act_id_10416~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_283~3.1990857135690475E-4~0~0~5~Sim0~0
Identity_Act_id_10417~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_283~7.192687542141911E-4~0~0~5~Sim0~0
Identity_Act_id_10418~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_283~9.17830216705763E-4~0~0~5~Sim0~0
Identity_Act_id_10419~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_277~9.318684708161094E-4~0~0~5~Sim0~0
Identity_Act_id_10420~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_277~7.300047338744768E-4~0~0~5~Sim0~0
Identity_Act_id_10421~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_277~3.285447244067274E-4~0~0~5~Sim0~0
Identity_Act_id_10422~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_283~7.159945562723516E-4~0~0~5~Sim0~0
Identity_Act_id_10423~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_283~9.145625671598072E-4~0~0~5~Sim0~0
Identity_Act_id_10424~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_283~3.1273344202548706E-4~0~0~5~Sim0~0
Identity_Act_id_10425~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_277~1.2788763495791367E-4~0~0~5~Sim0~0
Identity_Act_id_10426~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_281~5.743312516531742E-4~0~0~5~Sim0~0
Identity_Act_id_10427~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_276~3.789148186286884E-4~0~0~5~Sim0~0
Identity_Act_id_10428~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_276~7.781569889914315E-4~0~0~5~Sim0~0
Identity_Act_id_10429~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_277~5.276318596879981E-4~0~0~5~Sim0~0
Identity_Act_id_10430~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_277~1.2657659596862158E-4~0~0~5~Sim0~0
Identity_Act_id_10431~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_278~3.7891641862868844E-4~0~0~5~Sim0~0
Identity_Act_id_10432~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_278~7.78158585791431E-4~0~0~5~Sim0~0
Identity_Act_id_10433~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_280~7.789164186286883E-4~0~0~5~Sim0~0
Identity_Act_id_10434~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_280~3.77358585791431E-4~0~0~5~Sim0~0
Identity_Act_id_10435~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_283~9.121079751414368E-4~0~0~5~Sim0~0
Identity_Act_id_10436~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_283~7.102837591911535E-4~0~0~5~Sim0~0
Identity_Act_id_10437~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_283~3.088631916727707E-4~0~0~5~Sim0~0
Identity_Act_id_10438~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_277~7.26323442776685E-4~0~0~5~Sim0~0
Identity_Act_id_10439~COL Maximov Sergei Viktorovich~MODIFY_STANCE~Triad_ID_1_277~3.24870795891131E-4~0~0~5~Sim0~0
